

cancer	gene	sample	tumor methylation	normal methylation	tumor expression	normal expression
brca	NM_003183	TCGA-BH-A8G0	0.0919			
brca	NM_003183	TCGA-C8-A1HE	0.0777		917.9449	
brca	NM_003183	TCGA-C8-A1HF	0.0604		503.7125	
brca	NM_003183	TCGA-C8-A1HG	0.0568		478.0059	
brca	NM_003183	TCGA-C8-A1HI	0.0552		611.8012	
brca	NM_003183	TCGA-C8-A1HJ	0.0786		651.2605	
brca	NM_003183	TCGA-C8-A1HK	0.0673		1112.7782	
brca	NM_003183	TCGA-C8-A1HL	0.0574		593.7016	
brca	NM_003183	TCGA-C8-A1HM	0.0977		851.7992	
brca	NM_003183	TCGA-C8-A1HN	0.0523		723.6990	
brca	NM_003183	TCGA-C8-A1HO	0.0561		595.3115	
brca	NM_003183	TCGA-C8-A26V	0.0617		896.8780	
brca	NM_003183	TCGA-C8-A26W	0.0572		854.7175	
brca	NM_003183	TCGA-C8-A26X	0.0630		681.6720	
brca	NM_003183	TCGA-C8-A26Y	0.1063		2726.3271	
brca	NM_003183	TCGA-C8-A26Z	0.0970		584.3067	
brca	NM_003183	TCGA-C8-A273	0.0768		734.4185	
brca	NM_003183	TCGA-C8-A274	0.0950		952.5653	
brca	NM_003183	TCGA-C8-A275	0.1009		651.6623	
brca	NM_003183	TCGA-C8-A278	0.0989		1188.4659	
brca	NM_003183	TCGA-C8-A27A	0.0609		944.7096	
brca	NM_003183	TCGA-C8-A27B	0.0792		1998.1729	
brca	NM_003183	TCGA-C8-A3M7	0.0964		621.3911	
brca	NM_003183	TCGA-C8-A3M8	0.0800		756.2667	
brca	NM_003183	TCGA-C8-A8HP	0.0826			
brca	NM_003183	TCGA-C8-A8HQ	0.0949			
brca	NM_003183	TCGA-C8-A8HR	0.0813			
brca	NM_003183	TCGA-D8-A1J8	0.0858		1059.7097	
brca	NM_003183	TCGA-D8-A1J9	0.0721		1374.4113	
brca	NM_003183	TCGA-D8-A1JA	0.0415		971.0184	
brca	NM_003183	TCGA-D8-A1JB	0.0835		661.0524	
brca	NM_003183	TCGA-D8-A1JC	0.0624		1109.3506	
brca	NM_003183	TCGA-D8-A1JD	0.0601		751.5005	
brca	NM_003183	TCGA-D8-A1JE	0.0563		798.0660	
brca	NM_003183	TCGA-D8-A1JF	0.0546		785.8540	
brca	NM_003183	TCGA-D8-A1JG	0.0600		1072.6351	
brca	NM_003183	TCGA-D8-A1JH	0.1101		797.5530	
brca	NM_003183	TCGA-D8-A1JI	0.0369		368.4332	
brca	NM_003183	TCGA-D8-A1JJ	0.0565		881.2413	
brca	NM_003183	TCGA-D8-A1JK	0.0579		940.0834	
brca	NM_003183	TCGA-D8-A1JL	0.0764		1473.3240	
brca	NM_003183	TCGA-D8-A1JM	0.0492		1259.4583	
brca	NM_003183	TCGA-D8-A1JN	0.0417		447.6956	
brca	NM_003183	TCGA-D8-A1JP	0.0654		616.2344	
brca	NM_003183	TCGA-D8-A1JS	0.0763		358.3199	
brca	NM_003183	TCGA-D8-A1JT	0.0521		657.2365	
brca	NM_003183	TCGA-D8-A1JU	0.0801		769.4470	
brca	NM_003183	TCGA-D8-A1X5	0.0763		699.4655	
brca	NM_003183	TCGA-D8-A1X6	0.0662		419.4177	
brca	NM_003183	TCGA-D8-A1X7	0.0923		936.5199	
brca	NM_003183	TCGA-D8-A1X8	0.0605		900.7719	
brca	NM_003183	TCGA-D8-A1X9	0.1063		901.7326	
brca	NM_003183	TCGA-D8-A1XA	0.0720		418.2556	
brca	NM_003183	TCGA-D8-A1XB	0.0899		720.6219	
brca	NM_003183	TCGA-D8-A1XC	0.0759		601.8601	
brca	NM_003183	TCGA-D8-A1XD	0.0678		704.4933	
brca	NM_003183	TCGA-D8-A1XF	0.1081		1031.8861	
brca	NM_003183	TCGA-D8-A1XG	0.0438		604.9167	
brca	NM_003183	TCGA-D8-A1XJ	0.0816		820.1139	
brca	NM_003183	TCGA-D8-A1XK	0.0843		3150.3633	
brca	NM_003183	TCGA-D8-A1XL	0.0479		443.0331	
brca	NM_003183	TCGA-D8-A1XM	0.0707		860.4958	
brca	NM_003183	TCGA-D8-A1XO	0.0763		959.0855	
brca	NM_003183	TCGA-D8-A1XQ	0.0438		1480.3578	
brca	NM_003183	TCGA-D8-A1XR	0.0545		461.2788	
brca	NM_003183	TCGA-D8-A1XS	0.0485		1002.1964	
brca	NM_003183	TCGA-D8-A1XT	0.0528		1596.9310	
brca	NM_003183	TCGA-D8-A1XU	0.0528		725.9960	
brca	NM_003183	TCGA-D8-A1XV	0.0630		445.6466	
brca	NM_003183	TCGA-D8-A1XW	0.0430		1033.1803	
brca	NM_003183	TCGA-D8-A1XY	0.0748		783.8731	
brca	NM_003183	TCGA-D8-A1XZ	0.0491		634.1463	
brca	NM_003183	TCGA-D8-A1Y0	0.0762		952.2611	
brca	NM_003183	TCGA-D8-A1Y1	0.0793		489.1842	
brca	NM_003183	TCGA-D8-A1Y2	0.0595		652.3343	
brca	NM_003183	TCGA-D8-A1Y3	0.1514		217.7515	
brca	NM_003183	TCGA-D8-A27E	0.0789		505.9391	
brca	NM_003183	TCGA-D8-A27F	0.0761		1802.9470	
brca	NM_003183	TCGA-D8-A27G	0.0836		821.3014	
brca	NM_003183	TCGA-D8-A27H	0.0566		1215.7836	
brca	NM_003183	TCGA-D8-A27I	0.0857		782.8621	
brca	NM_003183	TCGA-D8-A27K	0.0631		809.8339	
brca	NM_003183	TCGA-D8-A27L	0.0691		921.2023	
brca	NM_003183	TCGA-D8-A27M	0.0960		978.4483	
brca	NM_003183	TCGA-D8-A27N	0.0892		635.2727	
brca	NM_003183	TCGA-D8-A27P	0.0605		834.9094	
brca	NM_003183	TCGA-D8-A27R	0.0896		788.6090	
brca	NM_003183	TCGA-D8-A27T	0.0883		707.7369	
brca	NM_003183	TCGA-D8-A27V	0.0818		704.2785	
brca	NM_003183	TCGA-D8-A27W	0.0797		736.9325	
brca	NM_003183	TCGA-D8-A3Z5	0.0656		485.7240	
brca	NM_003183	TCGA-D8-A3Z6	0.0794		549.4758	
brca	NM_003183	TCGA-D8-A4Z1	0.0932		560.4929	
brca	NM_003183	TCGA-D8-A73U	0.0844		672.9337	
brca	NM_003183	TCGA-D8-A73W	0.0548			
brca	NM_003183	TCGA-D8-A73X	0.0733		545.7424	
brca	NM_003183	TCGA-E2-A105	0.0884		565.3846	
brca	NM_003183	TCGA-E2-A106	0.0697		347.3379	
brca	NM_003183	TCGA-E2-A107	0.0932		397.6860	
brca	NM_003183	TCGA-E2-A108	0.0972		774.6657	
brca	NM_003183	TCGA-E2-A109	0.0844		761.5089	
brca	NM_003183	TCGA-E2-A10B	0.0721		629.8720	
brca	NM_003183	TCGA-E2-A10C	0.0752		338.7250	
brca	NM_003183	TCGA-E2-A10E	0.0613		886.0006	
brca	NM_003183	TCGA-E2-A10F	0.0680		804.2866	
brca	NM_003183	TCGA-E2-A14N	0.0728		1027.9193	
brca	NM_003183	TCGA-E2-A14U	0.0870		666.3031	
brca	NM_003183	TCGA-E2-A15I	0.0534	0.0893	684.9454	601.9960
brca	NM_003183	TCGA-E2-A15J	0.0798		692.5795	
brca	NM_003183	TCGA-E2-A15K	0.0372	0.0839	437.8579	373.6158
brca	NM_003183	TCGA-E2-A1AZ	0.1019		1865.7164	
brca	NM_003183	TCGA-E2-A1B0	0.0942		975.8633	
brca	NM_003183	TCGA-E2-A1B1	0.0697		1109.3339	
brca	NM_003183	TCGA-E2-A1B4	0.0882		346.3089	
brca	NM_003183	TCGA-E2-A1B5	0.0887	0.0830	446.8630	
brca	NM_003183	TCGA-E2-A1B6	0.0830		302.9897	
brca	NM_003183	TCGA-E2-A1BC	0.0530	0.0844	723.1504	
brca	NM_003183	TCGA-E2-A1BD	0.0653		443.1303	
brca	NM_003183	TCGA-E2-A1IE	0.0687		745.4376	
brca	NM_003183	TCGA-E2-A1IF	0.0678	0.0845	398.3577	
brca	NM_003183	TCGA-E2-A1IG	0.0763		765.3268	979.9048
brca	NM_003183	TCGA-E2-A1IH	0.0927		772.3731	
brca	NM_003183	TCGA-E2-A1II	0.0714	0.0824	1322.2106	
brca	NM_003183	TCGA-E2-A1IJ	0.0782		644.1875	
brca	NM_003183	TCGA-E2-A1IK	0.0692		448.3333	
brca	NM_003183	TCGA-E2-A1IL	0.0728		746.9907	
brca	NM_003183	TCGA-E2-A1IN	0.0899		677.9292	
brca	NM_003183	TCGA-E2-A1IO	0.0885	0.0893	965.1482	
brca	NM_003183	TCGA-E2-A1IP	0.0797		1139.4089	
brca	NM_003183	TCGA-E2-A1IU	0.0506		520.4522	
brca	NM_003183	TCGA-E2-A1L6	0.0822		758.2392	
brca	NM_003183	TCGA-E2-A1L7	0.1003	0.0825	655.1013	991.8567
brca	NM_003183	TCGA-E2-A1L8	0.0521		600.1355	
brca	NM_003183	TCGA-E2-A1L9	0.0591		754.7831	
brca	NM_003183	TCGA-E2-A1LA	0.0765		470.4050	
brca	NM_003183	TCGA-E2-A1LB	0.0370	0.0711	823.5426	965.9975
brca	NM_003183	TCGA-E2-A1LE	0.0710		411.5597	
brca	NM_003183	TCGA-E2-A1LG	0.0497		985.8722	
brca	NM_003183	TCGA-E2-A1LH	0.0895		407.4860	739.3388
brca	NM_003183	TCGA-E2-A1LI	0.0843	0.0992	1036.0577	
brca	NM_003183	TCGA-E2-A1LK	0.0820		1112.7838	
brca	NM_003183	TCGA-E2-A1LL	0.0547		1030.6606	
brca	NM_003183	TCGA-E2-A1LS	0.1535	0.1662	553.0531	474.7275
brca	NM_003183	TCGA-E2-A2P5	0.0591		285.4491	
brca	NM_003183	TCGA-E2-A2P6	0.0586		353.5796	
brca	NM_003183	TCGA-E2-A3DX	0.1017		942.9604	
brca	NM_003183	TCGA-E2-A56Z	0.0742		174.0307	
brca	NM_003183	TCGA-E2-A570	0.0722		276.6185	
brca	NM_003183	TCGA-E2-A572	0.0760		62.4766	
brca	NM_003183	TCGA-E2-A573	0.0803		1004.2142	
brca	NM_003183	TCGA-E2-A574	0.0840		448.9338	
brca	NM_003183	TCGA-E2-A576	0.0923		123.2814	
brca	NM_003183	TCGA-E9-A1N3	0.1639		380.5564	
brca	NM_003183	TCGA-E9-A1N4	0.0709	0.0750	641.4799	875.3249
brca	NM_003183	TCGA-E9-A1N5	0.0585	0.0792	726.1031	1030.9573
brca	NM_003183	TCGA-E9-A1N6	0.0656	0.0885	685.5107	928.4054
brca	NM_003183	TCGA-E9-A1N8	0.0322	0.0885	1571.6299	
brca	NM_003183	TCGA-E9-A1N9	0.1005		830.6811	771.8373
brca	NM_003183	TCGA-E9-A1NA	0.0763	0.0900	890.8472	822.4801
brca	NM_003183	TCGA-E9-A1NC	0.0909		337.4649	
brca	NM_003183	TCGA-E9-A1ND	0.0930	0.0842	1717.6326	486.3413
brca	NM_003183	TCGA-E9-A1NE	0.0834	0.0765	960.8864	
brca	NM_003183	TCGA-E9-A1NF	0.0686	0.0980	557.2376	822.0183
brca	NM_003183	TCGA-E9-A1NG	0.0811	0.0883	1004.8721	877.4597
brca	NM_003183	TCGA-E9-A1NH	0.0725		707.9606	
brca	NM_003183	TCGA-E9-A1NI	0.0778		579.2492	
brca	NM_003183	TCGA-E9-A1QZ	0.0785		613.4019	
brca	NM_003183	TCGA-E9-A1R0	0.1040		593.6259	
brca	NM_003183	TCGA-E9-A1R2	0.0954		886.3845	
brca	NM_003183	TCGA-E9-A1R3	0.0498		803.8577	
brca	NM_003183	TCGA-E9-A1R4	0.0686		813.9031	
brca	NM_003183	TCGA-E9-A1R5	0.0523		998.1140	
brca	NM_003183	TCGA-E9-A1R6	0.0921		468.1294	
brca	NM_003183	TCGA-E9-A1R7	0.0910	0.1009	963.7579	726.5372
brca	NM_003183	TCGA-E9-A1RA	0.0864		477.4011	
brca	NM_003183	TCGA-E9-A1RB	0.0768	0.1717	657.1280	669.0091
brca	NM_003183	TCGA-E9-A1RC	0.1384	0.1751	647.8175	669.0553
brca	NM_003183	TCGA-E9-A1RD	0.1558	0.0942	665.8519	730.1834
brca	NM_003183	TCGA-E9-A1RE	0.1021		472.5788	
brca	NM_003183	TCGA-E9-A1RF	0.1508	0.1684	785.0419	646.0674
brca	NM_003183	TCGA-E9-A1RG	0.0980		227.8189	
brca	NM_003183	TCGA-E9-A1RH	0.0533	0.0929	2793.4343	573.7018
brca	NM_003183	TCGA-E9-A1RI	0.0981	0.0867	746.8253	588.1557
brca	NM_003183	TCGA-E9-A226	0.1474		1309.1145	
brca	NM_003183	TCGA-E9-A227	0.0849		592.2208	
brca	NM_003183	TCGA-E9-A228	0.1685		797.2340	
brca	NM_003183	TCGA-E9-A229	0.0628		1078.0649	
brca	NM_003183	TCGA-E9-A22A	0.1641		650.7375	
brca	NM_003183	TCGA-E9-A22B	0.1605		658.2735	
brca	NM_003183	TCGA-E9-A22D	0.1679		390.0490	
brca	NM_003183	TCGA-E9-A22E	0.1717		563.4594	
brca	NM_003183	TCGA-E9-A22G	0.1524		1313.5349	
brca	NM_003183	TCGA-E9-A22H	0.0595		814.9783	
brca	NM_003183	TCGA-E9-A243	0.0797		979.9300	
brca	NM_003183	TCGA-E9-A244	0.0944		648.8076	
brca	NM_003183	TCGA-E9-A245	0.0702		511.6443	
brca	NM_003183	TCGA-E9-A247	0.0614		469.9308	
brca	NM_003183	TCGA-E9-A248	0.0929		889.9320	
brca	NM_003183	TCGA-E9-A249	0.0956		518.7578	
brca	NM_003183	TCGA-E9-A24A	0.0699		753.4493	
brca	NM_003183	TCGA-E9-A295	0.0832		512.3747	
brca	NM_003183	TCGA-E9-A2JS	0.1016		790.0724	
brca	NM_003183	TCGA-E9-A2JT	0.1008		723.7960	
brca	NM_003183	TCGA-E9-A3HO	0.0872		223.4355	
brca	NM_003183	TCGA-E9-A3Q9	0.0566		430.3664	
brca	NM_003183	TCGA-E9-A3QA	0.0817		954.4888	
brca	NM_003183	TCGA-E9-A3X8	0.0882		49.3655	
brca	NM_003183	TCGA-E9-A54X	0.0804		308.3416	
brca	NM_003183	TCGA-E9-A54Y	0.0990			
brca	NM_003183	TCGA-E9-A5UO	0.0723		358.1327	
brca	NM_003183	TCGA-E9-A5UP	0.0549		541.5335	
brca	NM_003183	TCGA-E9-A6HE	0.1062		180.5982	
brca	NM_003183	TCGA-EW-A1IW	0.1047		856.2449	
brca	NM_003183	TCGA-EW-A1IX	0.0646		720.3604	
brca	NM_003183	TCGA-EW-A1IY	0.0704		924.4301	
brca	NM_003183	TCGA-EW-A1IZ	0.0804		390.3795	
brca	NM_003183	TCGA-EW-A1J1	0.0353		648.3799	
brca	NM_003183	TCGA-EW-A1J2	0.0977		1088.9460	
brca	NM_003183	TCGA-EW-A1J3	0.0839		842.1764	
brca	NM_003183	TCGA-EW-A1J5	0.0946		816.5789	
brca	NM_003183	TCGA-EW-A1J6	0.0528		313.9140	
brca	NM_003183	TCGA-EW-A1OV	0.0529		717.2996	
brca	NM_003183	TCGA-EW-A1OW	0.0553		1137.8524	
brca	NM_003183	TCGA-EW-A1OX	0.0309		536.3985	
brca	NM_003183	TCGA-EW-A1OY	0.0470		569.5090	
brca	NM_003183	TCGA-EW-A1OZ	0.0565		766.9627	
brca	NM_003183	TCGA-EW-A1P0	0.0583		704.2002	
brca	NM_003183	TCGA-EW-A1P1	0.0973		1443.2050	
brca	NM_003183	TCGA-EW-A1P3	0.0645		332.2185	
brca	NM_003183	TCGA-EW-A1P4	0.0828		745.2544	
brca	NM_003183	TCGA-EW-A1P5	0.0780		669.2681	
brca	NM_003183	TCGA-EW-A1P6	0.0533		559.3332	
brca	NM_003183	TCGA-EW-A1P7	0.0846		775.6623	
brca	NM_003183	TCGA-EW-A1P8	0.0904		920.0717	
brca	NM_003183	TCGA-EW-A1PA	0.0580		832.8919	
brca	NM_003183	TCGA-EW-A1PB	0.0686		1096.6030	
brca	NM_003183	TCGA-EW-A1PC	0.1038		909.4544	
brca	NM_003183	TCGA-EW-A1PD	0.0947		1164.6710	
brca	NM_003183	TCGA-EW-A1PE	0.0615		811.2533	
brca	NM_003183	TCGA-EW-A1PF	0.0717		759.6258	
brca	NM_003183	TCGA-EW-A1PG	0.0884		961.8785	
brca	NM_003183	TCGA-EW-A1PH	0.0356		828.1700	
brca	NM_003183	TCGA-EW-A2FR	0.0894		857.5285	
brca	NM_003183	TCGA-EW-A2FS	0.0944		523.5447	
brca	NM_003183	TCGA-EW-A2FV	0.0825		710.5544	
brca	NM_003183	TCGA-EW-A2FW	0.0502		352.0655	
brca	NM_003183	TCGA-EW-A3E8	0.0835		368.6701	
brca	NM_003183	TCGA-EW-A3U0	0.0762		879.4901	
brca	NM_003183	TCGA-EW-A423	0.0652		250.7600	
brca	NM_003183	TCGA-EW-A424	0.1015		433.9156	
brca	NM_003183	TCGA-EW-A6S9	0.0579		974.3786	
brca	NM_003183	TCGA-EW-A6SA	0.0722		485.7608	
brca	NM_003183	TCGA-EW-A6SB	0.0767		452.3810	
brca	NM_003183	TCGA-EW-A6SC	0.0670		676.3224	
brca	NM_003183	TCGA-EW-A6SD	0.0672		1018.1209	
brca	NM_003183	TCGA-GI-A2C8	0.0780		598.3936	506.7218
brca	NM_003183	TCGA-GI-A2C9	0.0637		1123.0590	1074.4512
brca	NM_003183	TCGA-GM-A2D9	0.0777		297.9031	
brca	NM_003183	TCGA-GM-A2DA	0.0702		360.4777	
brca	NM_003183	TCGA-GM-A2DB	0.0646		219.9851	
brca	NM_003183	TCGA-GM-A2DC	0.0947		426.7542	
brca	NM_003183	TCGA-GM-A2DD	0.0663		341.4094	
brca	NM_003183	TCGA-GM-A2DF	0.0801		776.1044	
brca	NM_003183	TCGA-GM-A2DH	0.0736		951.4993	
brca	NM_003183	TCGA-GM-A2DI	0.1024		985.7595	
brca	NM_003183	TCGA-GM-A2DK	0.0746		446.9327	
brca	NM_003183	TCGA-GM-A2DL	0.0769		608.8079	
brca	NM_003183	TCGA-GM-A2DM	0.0690		449.4321	
brca	NM_003183	TCGA-GM-A2DN	0.0829		709.9884	
brca	NM_003183	TCGA-GM-A2DO	0.1029		427.1654	
brca	NM_003183	TCGA-GM-A3NW	0.0737		385.4398	
brca	NM_003183	TCGA-GM-A3NY	0.1026		247.8336	
brca	NM_003183	TCGA-GM-A3XG	0.0818		545.8489	
brca	NM_003183	TCGA-GM-A3XL	0.0641		700.5884	
brca	NM_003183	TCGA-GM-A3XN	0.0978		505.6778	
brca	NM_003183	TCGA-GM-A4E0	0.0945		414.1471	
brca	NM_003183	TCGA-GM-A5PV	0.0525		336.5042	
brca	NM_003183	TCGA-GM-A5PX	0.0818		186.4009	
brca	NM_003183	TCGA-HN-A2NL	0.0658		711.9135	
brca	NM_003183	TCGA-JL-A3YW	0.0694		1152.3774	
brca	NM_003183	TCGA-JL-A3YX	0.0785		526.7885	
brca	NM_003183	TCGA-LD-A66U	0.0771		225.4682	
brca	NM_003183	TCGA-LD-A74U	0.0676		639.8366	
brca	NM_003183	TCGA-LD-A7W5	0.1026			
brca	NM_003183	TCGA-LD-A7W6	0.0887			
brca	NM_003183	TCGA-LL-A440	0.0981		854.0712	
brca	NM_003183	TCGA-LL-A441	0.0970		921.9869	
brca	NM_003183	TCGA-LL-A442	0.0423		625.7143	
brca	NM_003183	TCGA-LL-A50Y	0.1079		129.2612	
brca	NM_003183	TCGA-LL-A5YL	0.0986		100.4038	
brca	NM_003183	TCGA-LL-A5YM	0.0608		52.9869	
brca	NM_003183	TCGA-LL-A5YN	0.0820		156.7398	
brca	NM_003183	TCGA-LL-A5YO	0.0950		328.2390	
brca	NM_003183	TCGA-LL-A5YP	0.0759		1100.3617	
brca	NM_003183	TCGA-LL-A6FP	0.0426		121.9758	
brca	NM_003183	TCGA-LL-A6FQ	0.0395		130.4757	
brca	NM_003183	TCGA-LL-A6FR	0.0608		108.9833	
brca	NM_003183	TCGA-LL-A73Y	0.0686		638.7349	
brca	NM_003183	TCGA-LL-A73Z	0.0856		507.3462	
brca	NM_003183	TCGA-LL-A740	0.0782		770.2866	
brca	NM_003183	TCGA-LL-A7SZ	0.0794			
brca	NM_003183	TCGA-LL-A7T0	0.0955			
brca	NM_003183	TCGA-LL-A8F5	0.0604			
brca	NM_003183	TCGA-LQ-A4E4	0.0906		519.1690	
brca	NM_003183	TCGA-MS-A51U	0.0923		579.5514	
brca	NM_003183	TCGA-OL-A5RU	0.0663		534.3413	
brca	NM_003183	TCGA-OL-A5RV	0.0732		836.8978	
brca	NM_003183	TCGA-OL-A5RW	0.0851		343.0437	
brca	NM_003183	TCGA-OL-A5RX	0.0707		646.4437	
brca	NM_003183	TCGA-OL-A5RY	0.0881		673.8022	
brca	NM_003183	TCGA-OL-A5RZ	0.0854		372.8900	
brca	NM_003183	TCGA-OL-A5S0	0.0765		519.0724	
brca	NM_003183	TCGA-OL-A66H	0.0685		360.7173	
brca	NM_003183	TCGA-OL-A66I	0.0653		599.2697	
brca	NM_003183	TCGA-OL-A66J	0.0967		420.0090	
brca	NM_003183	TCGA-OL-A66K	0.0730		351.8806	
brca	NM_003183	TCGA-OL-A66L	0.1006		162.8873	
brca	NM_003183	TCGA-OL-A66N	0.0734		189.0548	
brca	NM_003183	TCGA-OL-A66O	0.0801		120.8821	
brca	NM_003183	TCGA-OL-A66P	0.0651		251.0791	
brca	NM_003183	TCGA-OL-A6VO	0.0943		1290.7992	
brca	NM_003183	TCGA-OL-A6VR	0.0606		600.8518	
brca	NM_003183	TCGA-PL-A8LZ	0.0882			
brca	NM_003183	TCGA-S3-A6ZF	0.0594		820.3022	
brca	NM_003183	TCGA-S3-A6ZG	0.1147		627.7423	
brca	NM_003183	TCGA-S3-A6ZH	0.0549		554.2871	
brca	NM_003183	TCGA-V7-A7HQ	0.0559		52.3462	
brca	NM_003183	TCGA-W8-A86G	0.0856			
brca	NM_003183	TCGA-XX-A899	0.0859			
brca	NM_003183	TCGA-XX-A89A	0.0721			
brca	NM_003183	TCGA-A1-A0SD			873.7077	
brca	NM_003183	TCGA-A2-A04N			656.8938	
brca	NM_003183	TCGA-A2-A04P			421.1618	
brca	NM_003183	TCGA-A2-A04Q			682.9927	
brca	NM_003183	TCGA-A2-A04T			1123.8807	
brca	NM_003183	TCGA-A2-A04U			578.2569	
brca	NM_003183	TCGA-A2-A04V			566.7142	
brca	NM_003183	TCGA-A2-A04W			677.5632	
brca	NM_003183	TCGA-A2-A04X			422.0961	
brca	NM_003183	TCGA-A2-A04Y			550.3513	
brca	NM_003183	TCGA-A2-A0CL			945.1446	
brca	NM_003183	TCGA-A2-A0CM			851.0442	
brca	NM_003183	TCGA-A2-A0CP			524.1287	
brca	NM_003183	TCGA-A2-A0CQ			398.3921	
brca	NM_003183	TCGA-A2-A0CS			395.0162	
brca	NM_003183	TCGA-A2-A0CU			627.7205	
brca	NM_003183	TCGA-A2-A0CV			430.6507	
brca	NM_003183	TCGA-A2-A0CW			867.0786	
brca	NM_003183	TCGA-A2-A0CX			1029.1595	
brca	NM_003183	TCGA-A2-A0CY			466.5439	
brca	NM_003183	TCGA-A2-A0CZ			618.0952	
brca	NM_003183	TCGA-A2-A0D0			899.9176	
brca	NM_003183	TCGA-A2-A0D1			674.7499	
brca	NM_003183	TCGA-A2-A0D2			698.2074	
brca	NM_003183	TCGA-A2-A0D3			602.6116	
brca	NM_003183	TCGA-A2-A0D4			751.6155	
brca	NM_003183	TCGA-A2-A0EM			650.2131	
brca	NM_003183	TCGA-A2-A0EO			684.7202	
brca	NM_003183	TCGA-A2-A0EQ			696.7876	
brca	NM_003183	TCGA-A2-A0ER			650.6299	
brca	NM_003183	TCGA-A2-A0ES			1097.4272	
brca	NM_003183	TCGA-A2-A0ET			423.0769	
brca	NM_003183	TCGA-A2-A0EV			838.9474	
brca	NM_003183	TCGA-A2-A0EW			721.2186	
brca	NM_003183	TCGA-A2-A0EX			574.8687	
brca	NM_003183	TCGA-A2-A0EY			730.3330	
brca	NM_003183	TCGA-A2-A0T3			831.9400	
brca	NM_003183	TCGA-A7-A0CD			630.5992	
brca	NM_003183	TCGA-A7-A0CE			1301.1272	700.0000
brca	NM_003183	TCGA-A7-A0CG			679.3564	
brca	NM_003183	TCGA-A7-A0CH			734.4411	561.5421
brca	NM_003183	TCGA-A7-A0CJ			757.8073	
brca	NM_003183	TCGA-A7-A0DA			1551.8741	
brca	NM_003183	TCGA-A7-A0DB			632.2445	792.7835
brca	NM_003183	TCGA-A7-A56D			47.3965	
brca	NM_003183	TCGA-A8-A06N			610.1423	
brca	NM_003183	TCGA-A8-A06O			507.8610	
brca	NM_003183	TCGA-A8-A06P			965.3007	
brca	NM_003183	TCGA-A8-A06Q			1176.0815	
brca	NM_003183	TCGA-A8-A06R			791.9039	
brca	NM_003183	TCGA-A8-A06T			643.7853	
brca	NM_003183	TCGA-A8-A06U			581.4858	
brca	NM_003183	TCGA-A8-A06X			834.5753	
brca	NM_003183	TCGA-A8-A06Y			485.7646	
brca	NM_003183	TCGA-A8-A06Z			469.3813	
brca	NM_003183	TCGA-A8-A076			792.1651	
brca	NM_003183	TCGA-A8-A079			630.5803	
brca	NM_003183	TCGA-A8-A07B			519.8648	
brca	NM_003183	TCGA-A8-A07C			1911.4362	
brca	NM_003183	TCGA-A8-A07E			806.0172	
brca	NM_003183	TCGA-A8-A07F			950.0322	
brca	NM_003183	TCGA-A8-A07G			1016.8269	
brca	NM_003183	TCGA-A8-A07I			881.0495	
brca	NM_003183	TCGA-A8-A07J			860.7246	
brca	NM_003183	TCGA-A8-A07L			820.0822	
brca	NM_003183	TCGA-A8-A07O			1599.2823	
brca	NM_003183	TCGA-A8-A07P			647.5466	
brca	NM_003183	TCGA-A8-A07R			688.4754	
brca	NM_003183	TCGA-A8-A07S			631.9136	
brca	NM_003183	TCGA-A8-A07U			1365.3459	
brca	NM_003183	TCGA-A8-A07W			836.7363	
brca	NM_003183	TCGA-A8-A07Z			492.7857	
brca	NM_003183	TCGA-A8-A081			1284.0052	
brca	NM_003183	TCGA-A8-A082			555.6000	
brca	NM_003183	TCGA-A8-A083			491.1688	
brca	NM_003183	TCGA-A8-A084			818.3312	
brca	NM_003183	TCGA-A8-A085			706.8069	
brca	NM_003183	TCGA-A8-A086			948.5116	
brca	NM_003183	TCGA-A8-A08A			508.7102	
brca	NM_003183	TCGA-A8-A08B			335.6890	
brca	NM_003183	TCGA-A8-A08C			668.1341	
brca	NM_003183	TCGA-A8-A08F			464.5627	
brca	NM_003183	TCGA-A8-A08G			626.4781	
brca	NM_003183	TCGA-A8-A08H			995.2110	
brca	NM_003183	TCGA-A8-A08I			876.1887	
brca	NM_003183	TCGA-A8-A08J			595.4757	
brca	NM_003183	TCGA-A8-A08L			1246.8274	
brca	NM_003183	TCGA-A8-A08P			735.0221	
brca	NM_003183	TCGA-A8-A08R			1207.4663	
brca	NM_003183	TCGA-A8-A08S			523.2258	
brca	NM_003183	TCGA-A8-A08T			782.0300	
brca	NM_003183	TCGA-A8-A08X			783.7308	
brca	NM_003183	TCGA-A8-A08Z			723.8903	
brca	NM_003183	TCGA-A8-A090			755.3422	
brca	NM_003183	TCGA-A8-A091			659.7307	
brca	NM_003183	TCGA-A8-A092			691.4968	
brca	NM_003183	TCGA-A8-A093			634.4895	
brca	NM_003183	TCGA-A8-A094			826.3585	
brca	NM_003183	TCGA-A8-A095			842.7746	
brca	NM_003183	TCGA-A8-A096			784.5350	
brca	NM_003183	TCGA-A8-A097			959.3505	
brca	NM_003183	TCGA-A8-A099			562.1507	
brca	NM_003183	TCGA-A8-A09A			1019.0304	
brca	NM_003183	TCGA-A8-A09B			546.4866	
brca	NM_003183	TCGA-A8-A09C			635.3172	
brca	NM_003183	TCGA-A8-A09D			733.7610	
brca	NM_003183	TCGA-A8-A09E			611.5130	
