

cancer	gene	sample	tumor methylation	normal methylation	tumor expression	normal expression
brca	NM_001042669	TCGA-A8-A086			417.5326	
brca	NM_001042669	TCGA-A8-A08A			123.0167	
brca	NM_001042669	TCGA-A8-A08B			73.3216	
brca	NM_001042669	TCGA-A8-A08C			56.8913	
brca	NM_001042669	TCGA-A8-A08F			123.2600	
brca	NM_001042669	TCGA-A8-A08G			78.3460	
brca	NM_001042669	TCGA-A8-A08H			465.5307	
brca	NM_001042669	TCGA-A8-A08I			86.0306	
brca	NM_001042669	TCGA-A8-A08J			123.4198	
brca	NM_001042669	TCGA-A8-A08L			179.2513	
brca	NM_001042669	TCGA-A8-A08P			228.3876	
brca	NM_001042669	TCGA-A8-A08R			91.7993	
brca	NM_001042669	TCGA-A8-A08S			55.1613	
brca	NM_001042669	TCGA-A8-A08T			259.5674	
brca	NM_001042669	TCGA-A8-A08X			175.9641	
brca	NM_001042669	TCGA-A8-A08Z			475.8486	
brca	NM_001042669	TCGA-A8-A090			114.4686	
brca	NM_001042669	TCGA-A8-A091			149.8164	
brca	NM_001042669	TCGA-A8-A092			319.5598	
brca	NM_001042669	TCGA-A8-A093			89.9869	
brca	NM_001042669	TCGA-A8-A094			120.5497	
brca	NM_001042669	TCGA-A8-A095			167.5271	
brca	NM_001042669	TCGA-A8-A096			221.5256	
brca	NM_001042669	TCGA-A8-A097			274.6824	
brca	NM_001042669	TCGA-A8-A099			89.6992	
brca	NM_001042669	TCGA-A8-A09A			163.1174	
brca	NM_001042669	TCGA-A8-A09B			139.6693	
brca	NM_001042669	TCGA-A8-A09C			89.2299	
brca	NM_001042669	TCGA-A8-A09D			251.0024	
brca	NM_001042669	TCGA-A8-A09E			51.9282	
brca	NM_001042669	TCGA-A8-A09G			106.5197	
brca	NM_001042669	TCGA-A8-A09I			98.9187	
brca	NM_001042669	TCGA-A8-A09K			50.1951	
brca	NM_001042669	TCGA-A8-A09M			61.1719	
brca	NM_001042669	TCGA-A8-A09N			139.6465	
brca	NM_001042669	TCGA-A8-A09Q			133.7913	
brca	NM_001042669	TCGA-A8-A09R			145.6639	
brca	NM_001042669	TCGA-A8-A09T			154.0881	
brca	NM_001042669	TCGA-A8-A09V			181.7432	
brca	NM_001042669	TCGA-A8-A09W			126.2187	
brca	NM_001042669	TCGA-A8-A09X			137.4314	
brca	NM_001042669	TCGA-A8-A09Z			82.0842	
brca	NM_001042669	TCGA-A8-A0A1			180.2209	
brca	NM_001042669	TCGA-A8-A0A2			206.1947	
brca	NM_001042669	TCGA-A8-A0A4			149.7244	
brca	NM_001042669	TCGA-A8-A0A7			532.7837	
brca	NM_001042669	TCGA-A8-A0A9			103.6907	
brca	NM_001042669	TCGA-A8-A0AB			81.4555	
brca	NM_001042669	TCGA-AN-A03X			244.9370	
brca	NM_001042669	TCGA-AN-A03Y			109.3248	
brca	NM_001042669	TCGA-AN-A041			204.8473	
brca	NM_001042669	TCGA-AN-A046			155.2442	
brca	NM_001042669	TCGA-AN-A049			119.2817	
brca	NM_001042669	TCGA-AN-A04A			239.4958	
brca	NM_001042669	TCGA-AN-A04C			225.5719	
brca	NM_001042669	TCGA-AN-A04D			168.1543	
brca	NM_001042669	TCGA-AN-A0AJ			209.3458	
brca	NM_001042669	TCGA-AN-A0AK			80.6045	
brca	NM_001042669	TCGA-AN-A0AL			247.5845	
brca	NM_001042669	TCGA-AN-A0AM			77.7552	
brca	NM_001042669	TCGA-AN-A0AR			49.0488	
brca	NM_001042669	TCGA-AN-A0AS			249.1552	
brca	NM_001042669	TCGA-AN-A0AT			80.7149	
brca	NM_001042669	TCGA-AN-A0FD			200.8467	
brca	NM_001042669	TCGA-AN-A0FF			196.5584	
brca	NM_001042669	TCGA-AN-A0FJ			196.8788	
brca	NM_001042669	TCGA-AN-A0FK			97.1434	
brca	NM_001042669	TCGA-AN-A0FL			128.5122	
brca	NM_001042669	TCGA-AN-A0FN			572.8196	
brca	NM_001042669	TCGA-AN-A0FS			292.4882	
brca	NM_001042669	TCGA-AN-A0FT			194.2955	
brca	NM_001042669	TCGA-AN-A0FV			152.0883	
brca	NM_001042669	TCGA-AN-A0FW			116.0324	
brca	NM_001042669	TCGA-AN-A0FX			116.4274	
brca	NM_001042669	TCGA-AN-A0FY			238.9441	
brca	NM_001042669	TCGA-AN-A0FZ			133.0985	
brca	NM_001042669	TCGA-AN-A0G0			131.6040	
brca	NM_001042669	TCGA-AO-A03O			83.4061	
brca	NM_001042669	TCGA-AO-A03P			124.8852	
brca	NM_001042669	TCGA-AO-A03R			263.7289	
brca	NM_001042669	TCGA-AO-A03T			204.1393	
brca	NM_001042669	TCGA-AO-A03V			97.6471	
brca	NM_001042669	TCGA-AO-A0J2			84.0576	
brca	NM_001042669	TCGA-AO-A0J3			60.3764	
brca	NM_001042669	TCGA-AO-A0J4			143.7767	
brca	NM_001042669	TCGA-AO-A0J5			260.7233	
brca	NM_001042669	TCGA-AO-A0J6			35.7439	
brca	NM_001042669	TCGA-AO-A0J7			49.7673	
brca	NM_001042669	TCGA-AO-A0J8			139.0368	
brca	NM_001042669	TCGA-AO-A0J9			351.2414	
brca	NM_001042669	TCGA-AO-A12A			192.7670	
brca	NM_001042669	TCGA-AO-A12D			194.6414	
brca	NM_001042669	TCGA-AO-A12F			240.9188	
brca	NM_001042669	TCGA-AO-A12H			98.7004	
brca	NM_001042669	TCGA-AQ-A04J			400.8251	
brca	NM_001042669	TCGA-AR-A0TS			163.0648	
brca	NM_001042669	TCGA-AR-A0TY			311.8349	
brca	NM_001042669	TCGA-AR-A0U1			115.2318	
brca	NM_001042669	TCGA-AR-A1AH			95.2470	
brca	NM_001042669	TCGA-AR-A5QM			180.2983	
brca	NM_001042669	TCGA-B6-A0I2			40.5862	
brca	NM_001042669	TCGA-B6-A0I5			122.6276	
brca	NM_001042669	TCGA-B6-A0I6			365.2674	
brca	NM_001042669	TCGA-B6-A0I8			193.9166	
brca	NM_001042669	TCGA-B6-A0I9			101.6571	
brca	NM_001042669	TCGA-B6-A0IA			14.1762	
brca	NM_001042669	TCGA-B6-A0IB			69.1661	
brca	NM_001042669	TCGA-B6-A0IC			30.7471	
brca	NM_001042669	TCGA-B6-A0IE			125.5047	
brca	NM_001042669	TCGA-B6-A0IG			110.6331	
brca	NM_001042669	TCGA-B6-A0IH			284.6851	
brca	NM_001042669	TCGA-B6-A0IJ			106.5097	
brca	NM_001042669	TCGA-B6-A0IM			97.6420	
brca	NM_001042669	TCGA-B6-A0IN			337.6164	
brca	NM_001042669	TCGA-B6-A0IO			62.8341	
brca	NM_001042669	TCGA-B6-A0IP			114.0034	
brca	NM_001042669	TCGA-B6-A0IQ			194.0642	
brca	NM_001042669	TCGA-B6-A0RH			495.5296	
brca	NM_001042669	TCGA-B6-A0RQ			246.1211	
brca	NM_001042669	TCGA-B6-A0WS			142.5146	
brca	NM_001042669	TCGA-B6-A0X0			48.3092	
brca	NM_001042669	TCGA-BH-A0AV			240.4298	
brca	NM_001042669	TCGA-BH-A0AY			350.2825	474.3478
brca	NM_001042669	TCGA-BH-A0B0			263.5275	
brca	NM_001042669	TCGA-BH-A0B1			182.5633	
brca	NM_001042669	TCGA-BH-A0B4			278.0608	
brca	NM_001042669	TCGA-BH-A0B7			224.8034	247.3025
brca	NM_001042669	TCGA-BH-A0BD			171.6808	
brca	NM_001042669	TCGA-BH-A0BG			389.0696	
brca	NM_001042669	TCGA-BH-A0BL			252.8922	
brca	NM_001042669	TCGA-BH-A0BO			369.3957	
brca	NM_001042669	TCGA-BH-A0BP			230.1906	
brca	NM_001042669	TCGA-BH-A0BQ			210.9279	392.6873
brca	NM_001042669	TCGA-BH-A0BR			405.1502	
brca	NM_001042669	TCGA-BH-A0BV			145.8173	317.3543
brca	NM_001042669	TCGA-BH-A0BW			94.6942	422.4771
brca	NM_001042669	TCGA-BH-A0C1			220.9216	
brca	NM_001042669	TCGA-BH-A0C7			149.5278	
brca	NM_001042669	TCGA-BH-A0DE			275.8758	
brca	NM_001042669	TCGA-BH-A0DL			91.4145	491.8084
brca	NM_001042669	TCGA-BH-A0DO			166.9102	293.7357
brca	NM_001042669	TCGA-BH-A0DT			179.5515	383.7167
brca	NM_001042669	TCGA-BH-A0DX			278.3774	
brca	NM_001042669	TCGA-BH-A0DZ			164.4068	226.5071
brca	NM_001042669	TCGA-BH-A0E6			137.3832	
brca	NM_001042669	TCGA-BH-A0E7			88.0459	
brca	NM_001042669	TCGA-BH-A0E9			265.7701	
brca	NM_001042669	TCGA-BH-A0EA			285.6801	
brca	NM_001042669	TCGA-BH-A0EB			224.8930	
brca	NM_001042669	TCGA-BH-A0EE			135.8996	
brca	NM_001042669	TCGA-BH-A0EI			273.8509	
brca	NM_001042669	TCGA-BH-A0H5			279.6034	364.3540
brca	NM_001042669	TCGA-BH-A0HL			91.5641	
brca	NM_001042669	TCGA-BH-A0HO			108.0317	
brca	NM_001042669	TCGA-BH-A0HQ			130.9132	
brca	NM_001042669	TCGA-BH-A0HU			105.1839	
brca	NM_001042669	TCGA-BH-A0HW			73.0049	
brca	NM_001042669	TCGA-BH-A0W7			283.9179	
brca	NM_001042669	TCGA-BH-A18F			220.4786	
brca	NM_001042669	TCGA-BH-A18G			118.1250	
brca	NM_001042669	TCGA-BH-A18H			166.1491	
brca	NM_001042669	TCGA-BH-A18I			227.3274	
brca	NM_001042669	TCGA-BH-A18J			235.1891	363.6364
brca	NM_001042669	TCGA-BH-A18K			186.6313	584.4216
brca	NM_001042669	TCGA-BH-A18L			654.3353	503.7847
brca	NM_001042669	TCGA-BH-A18M			235.8144	619.2155
brca	NM_001042669	TCGA-BH-A18N			122.8552	367.0635
brca	NM_001042669	TCGA-BH-A18P			86.4231	658.2765
brca	NM_001042669	TCGA-BH-A18Q			217.7274	462.1426
brca	NM_001042669	TCGA-BH-A18R			118.8707	380.0317
brca	NM_001042669	TCGA-BH-A18S			96.6706	478.1784
brca	NM_001042669	TCGA-BH-A18T			120.3141	
brca	NM_001042669	TCGA-BH-A18U			115.0193	327.3585
brca	NM_001042669	TCGA-BH-A5IZ			56.6196	
brca	NM_001042669	TCGA-BH-A5J0			150.6024	
brca	NM_001042669	TCGA-C8-A12K			98.0876	
brca	NM_001042669	TCGA-C8-A12L			86.6640	
brca	NM_001042669	TCGA-C8-A12M			123.3788	
brca	NM_001042669	TCGA-C8-A12N			224.5289	
brca	NM_001042669	TCGA-C8-A12O			230.0332	
brca	NM_001042669	TCGA-C8-A12P			350.0191	
brca	NM_001042669	TCGA-C8-A12Q			233.7488	
brca	NM_001042669	TCGA-C8-A12T			157.3368	
brca	NM_001042669	TCGA-C8-A12U			46.7128	
brca	NM_001042669	TCGA-C8-A12V			110.3001	
brca	NM_001042669	TCGA-C8-A12W			199.8274	
brca	NM_001042669	TCGA-C8-A12X			89.9281	
brca	NM_001042669	TCGA-C8-A12Y			150.2347	
brca	NM_001042669	TCGA-C8-A12Z			77.6890	
brca	NM_001042669	TCGA-C8-A130			297.5332	
brca	NM_001042669	TCGA-C8-A131			238.6910	
brca	NM_001042669	TCGA-C8-A132			277.2201	
brca	NM_001042669	TCGA-C8-A133			48.0572	
brca	NM_001042669	TCGA-C8-A134			77.5095	
brca	NM_001042669	TCGA-C8-A135			315.6682	
brca	NM_001042669	TCGA-C8-A137			228.8901	
brca	NM_001042669	TCGA-C8-A138			219.3399	
brca	NM_001042669	TCGA-D8-A13Y			441.7122	
brca	NM_001042669	TCGA-D8-A13Z			146.2888	
brca	NM_001042669	TCGA-D8-A140			141.6797	
brca	NM_001042669	TCGA-D8-A141			310.0749	
brca	NM_001042669	TCGA-D8-A142			217.5299	
brca	NM_001042669	TCGA-D8-A143			92.6815	
brca	NM_001042669	TCGA-D8-A145			226.3923	
brca	NM_001042669	TCGA-D8-A146			214.6671	
brca	NM_001042669	TCGA-D8-A147			54.3393	
brca	NM_001042669	TCGA-E2-A10A			118.3228	
brca	NM_001042669	TCGA-E2-A14O			53.3066	
brca	NM_001042669	TCGA-E2-A14P			112.1346	
brca	NM_001042669	TCGA-E2-A14Q			153.0037	
brca	NM_001042669	TCGA-E2-A14R			67.8666	
brca	NM_001042669	TCGA-E2-A14S			169.2809	
brca	NM_001042669	TCGA-E2-A14T			92.8144	
brca	NM_001042669	TCGA-E2-A14V			93.9431	
brca	NM_001042669	TCGA-E2-A14W			76.1859	
brca	NM_001042669	TCGA-E2-A14X			159.0214	
brca	NM_001042669	TCGA-E2-A14Y			118.5813	
brca	NM_001042669	TCGA-E2-A14Z			196.4126	
brca	NM_001042669	TCGA-E2-A150			175.6374	
brca	NM_001042669	TCGA-E2-A152			267.9331	
brca	NM_001042669	TCGA-E2-A153			330.3671	324.7417
brca	NM_001042669	TCGA-E2-A154			136.6799	
brca	NM_001042669	TCGA-E2-A155			90.8582	
brca	NM_001042669	TCGA-E2-A156			50.2513	
brca	NM_001042669	TCGA-E2-A158			24.6765	706.6917
brca	NM_001042669	TCGA-E2-A159			156.0854	
brca	NM_001042669	TCGA-E2-A15A			460.3332	
brca	NM_001042669	TCGA-E2-A15C			159.6000	
brca	NM_001042669	TCGA-E2-A15D			164.9737	
brca	NM_001042669	TCGA-E2-A15E			231.6384	
brca	NM_001042669	TCGA-E2-A15F			87.8842	
brca	NM_001042669	TCGA-E2-A15G			117.2131	
brca	NM_001042669	TCGA-E2-A15H			119.1147	
brca	NM_001042669	TCGA-E2-A15L			170.6675	
brca	NM_001042669	TCGA-E2-A15M			351.0726	468.0998
brca	NM_001042669	TCGA-E2-A15O			979.0873	
brca	NM_001042669	TCGA-E2-A15P			118.2493	
brca	NM_001042669	TCGA-E2-A15R			186.0959	
brca	NM_001042669	TCGA-E2-A15S			68.4400	
brca	NM_001042669	TCGA-E2-A15T			137.7147	
brca	NM_001042669	TCGA-E9-A5FK			220.7042	
brca	NM_001042669	TCGA-E9-A5FL			236.4341	
brca	NM_001042669	TCGA-HN-A2OB			355.6655	
brca	NM_001042669	TCGA-OK-A5Q2			231.6470	
brca	NM_001042669	TCGA-OL-A5D6			178.8826	
brca	NM_001042669	TCGA-OL-A5D7			79.7993	
brca	NM_001042669	TCGA-OL-A5D8			208.8503	
brca	NM_001042669	TCGA-OL-A5DA			97.5934	
brca	NM_001042669	TCGA-PE-A5DC			110.3123	
brca	NM_001042669	TCGA-PE-A5DD			180.4175	
brca	NM_001042669	TCGA-PE-A5DE			147.0131	
