index	FACS.selection	age	batch	cell	cell_ontology_class	cell_ontology_id	cellid	free_annotation	mouse.id	plate	sex	well	Expressed Genes	UMI Count	Louvain Cluster	leiden	cluster_names
P14_B001382_S266_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P14_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	P14	3982	5230.368	0	2	0_bladder urothelial cell
P15_B001382_S267_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P15_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	P15	3336	5185.838	0	0	0_bladder urothelial cell
P16_B001380_S76_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P16_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	P16	3456	5233.022	0	0	0_bladder urothelial cell
P16_B001382_S268_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P16_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	P16	4518	5328.005	0	0	0_bladder urothelial cell
P18_B001380_S78_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P18_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	P18	3730	5208.6357	0	0	0_bladder urothelial cell
P19_B001380_S79_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P19_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	P19	3260	5212.966	6	6	6_bladder urothelial cell
P20_B001380_S80_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P20_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	P20	3712	5272.5513	0	0	0_bladder urothelial cell
P8_B001380_S68_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P8_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	P8	3608	5100.1426	0	0	0_bladder urothelial cell
P8_B001382_S260_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P8_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	P8	4214	5472.7925	0	2	0_bladder urothelial cell
P9_B001380_S69_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	P9_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	P9	3747	5166.608	0	2	0_bladder urothelial cell
A2_B003226_S2_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	A2_B003226	bladder mesenchymal cell (Scara5+)	24_61_M	B003226	male	A2	2550	5203.4683	1	1	1_bladder cell
A6_B003226_S6_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	A6_B003226	bladder mesenchymal cell (Scara5+)	24_61_M	B003226	male	A6	2822	5033.747	1	1	1_bladder cell
B10_B003226_S34_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	B10_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	B10	4461	6286.0317	0	2	0_bladder urothelial cell
B9_B003226_S33_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	B9_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	B9	3992	5424.887	5	3	5_bladder urothelial cell
C15_B003226_S63_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	C15_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	C15	4187	5868.3774	0	2	0_bladder urothelial cell
C7_B003226_S55_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	C7_B003226	bladder mesenchymal cell (Scara5+)	24_61_M	B003226	male	C7	2934	5437.6284	1	1	1_bladder cell
D2_B003226_S74_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	D2_B003226	bladder mesenchymal cell (Scara5+)	24_61_M	B003226	male	D2	3741	6472.372	1	1	1_bladder cell
E12_B003226_S108_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	E12_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	E12	4997	5480.2783	0	2	0_bladder urothelial cell
E14_B003226_S110_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	E14_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	E14	3622	5192.6016	0	2	0_bladder urothelial cell
E16_B003226_S112_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	E16_B003226	basal bladder epithelial cell (Krt5+)	24_61_M	B003226	male	E16	3263	5727.2925	0	0	0_bladder urothelial cell
E22_B003226_S118_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	E22_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	E22	3602	6261.636	0	2	0_bladder urothelial cell
E4_B003226_S100_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	E4_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	E4	3071	5301.6445	3	9	3_bladder cell
E6_B003226_S102_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	E6_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	E6	3215	5821.586	3	9	3_bladder cell
E8_B003226_S104_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	E8_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	E8	4142	6496.152	6	6	6_bladder urothelial cell
F11_B003226_S131_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F11_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	F11	3913	6173.414	0	2	0_bladder urothelial cell
F13_B003226_S133_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F13_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	F13	4098	6555.1855	0	2	0_bladder urothelial cell
F16_B003226_S136_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F16_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	F16	3385	5562.918	6	6	6_bladder urothelial cell
F22_B003226_S142_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F22_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	F22	3685	5228.252	0	2	0_bladder urothelial cell
F3_B003226_S123_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	F3_B003226	bladder mesenchymal cell (Scara5+)	24_61_M	B003226	male	F3	3092	5381.5586	1	1	1_bladder cell
F6_B003226_S126_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	F6_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	F6	4198	6129.968	3	9	3_bladder cell
F8_B003226_S128_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F8_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	F8	4562	6751.918	0	2	0_bladder urothelial cell
G11_B003226_S155_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G11_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	G11	4603	6543.197	0	2	0_bladder urothelial cell
G13_B003226_S157_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G13_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	G13	2829	6017.383	0	2	0_bladder urothelial cell
G15_B003226_S159_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G15_B003226	basal bladder epithelial cell (Krt5+)	24_61_M	B003226	male	G15	4366	6428.7847	0	0	0_bladder urothelial cell
G2_B003226_S146_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	G2_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	G2	3172	5633.534	3	9	3_bladder cell
G8_B003226_S152_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G8_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	G8	3711	6935.39	0	2	0_bladder urothelial cell
H11_B003226_S179_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H11_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	H11	4651	5434.712	0	2	0_bladder urothelial cell
H3_B003226_S171_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	H3_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	H3	3924	5088.0903	3	9	3_bladder cell
I10_B003226_S202_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I10_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	I10	4079	6402.867	0	2	0_bladder urothelial cell
I15_B003226_S207_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I15_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	I15	4181	5223.3467	6	6	6_bladder urothelial cell
I4_B003226_S196_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	I4_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	I4	4649	5211.7627	3	10	3_bladder cell
I9_B003226_S201_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I9_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	I9	4223	5085.1123	6	6	6_bladder urothelial cell
J17_B003226_S233_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	J17_B003226	basal bladder epithelial cell (Krt5+)	24_61_M	B003226	male	J17	4628	6589.6865	0	0	0_bladder urothelial cell
J20_B003226_S236_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	J20_B003226	basal bladder epithelial cell (Krt5+)	24_61_M	B003226	male	J20	3828	5341.8384	0	0	0_bladder urothelial cell
J6_B003226_S222_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	J6_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	J6	3833	5907.3906	3	9	3_bladder cell
J9_B003226_S225_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	J9_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	J9	2925	6049.0444	0	2	0_bladder urothelial cell
K1_B003226_S241_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	K1_B003226	bladder mesenchymal cell (Scara5+)	24_61_M	B003226	male	K1	4224	5255.769	1	1	1_bladder cell
K20_B003226_S260_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	K20_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	K20	3724	5917.918	0	2	0_bladder urothelial cell
K4_B003226_S244_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	K4_B003226	bladder mesenchymal cell (Scara5+)	24_61_M	B003226	male	K4	2942	5492.671	1	1	1_bladder cell
K6_B003226_S246_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	K6_B003226	bladder mesenchymal cell (Scara5+)	24_61_M	B003226	male	K6	3328	5217.861	1	1	1_bladder cell
L15_B003226_S279_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	L15_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	L15	4115	5657.9497	0	2	0_bladder urothelial cell
L16_B003226_S280_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	L16_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	L16	4289	5005.0923	0	2	0_bladder urothelial cell
L1_B003226_S265_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	L1_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	L1	3716	5475.062	3	9	3_bladder cell
M17_B003226_S305_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	M17_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	M17	2180	5383.093	0	2	0_bladder urothelial cell
N7_B003226_S319_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	N7_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	N7	3023	5263.3213	3	9	3_bladder cell
O10_B003226_S346_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	O10_B003226	luminal bladder epithelial cell (umbrella cell)	24_61_M	B003226	male	O10	3985	5148.3853	0	2	0_bladder urothelial cell
O16_B003226_S352_L002.mus-8-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	O16_B003226	basal bladder epithelial cell (Krt5+)	24_61_M	B003226	male	O16	2673	5041.904	0	0	0_bladder urothelial cell
O6_B003226_S342_L002.mus-8-0	Multiple	24m	0	nan	bladder cell	CL:1001319	O6_B003226	bladder mesenchymal cell (Car3+)	24_61_M	B003226	male	O6	3080	5248.7725	3	9	3_bladder cell
A1.B002771.3_39_F.1.1-1	nan	3m	1	A1.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_39_F	nan	female	nan	3994	5611.9287	3	9	3_bladder cell
A1.D041914.3_8_M.1.1-1	nan	3m	1	A1.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	3399	5193.1465	3	9	3_bladder cell
A1.D042253.3_9_M.1.1-1	nan	3m	1	A1.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4438	6104.224	4	4	4_bladder cell
A1.MAA000487.3_10_M.1.1-1	nan	3m	1	A1.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4468	5626.979	1	8	1_bladder cell
A10.B000610.3_56_F.1.1-1	nan	3m	1	A10.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4180	5354.574	5	3	5_bladder urothelial cell
A10.B002764.3_38_F.1.1-1	nan	3m	1	A10.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_38_F	nan	female	nan	3551	5684.507	0	3	0_bladder urothelial cell
A10.B002771.3_39_F.1.1-1	nan	3m	1	A10.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	3633	5636.7856	5	3	5_bladder urothelial cell
A10.D041914.3_8_M.1.1-1	nan	3m	1	A10.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5092	5768.3447	3	10	3_bladder cell
A10.D042253.3_9_M.1.1-1	nan	3m	1	A10.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4366	6255.9688	1	8	1_bladder cell
A10.MAA000487.3_10_M.1.1-1	nan	3m	1	A10.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5119	6650.776	2	7	2_bladder urothelial cell
A11.B000610.3_56_F.1.1-1	nan	3m	1	A11.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5213	5907.7515	5	3	5_bladder urothelial cell
A11.D041914.3_8_M.1.1-1	nan	3m	1	A11.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5061	5635.111	3	9	3_bladder cell
A11.D042253.3_9_M.1.1-1	nan	3m	1	A11.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5019	6769.7256	1	8	1_bladder cell
A11.MAA000487.3_10_M.1.1-1	nan	3m	1	A11.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5591	6366.5024	2	5	2_bladder urothelial cell
A12.B000610.3_56_F.1.1-1	nan	3m	1	A12.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4101	5847.365	5	3	5_bladder urothelial cell
A12.D041914.3_8_M.1.1-1	nan	3m	1	A12.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4688	6206.731	3	10	3_bladder cell
A12.D042253.3_9_M.1.1-1	nan	3m	1	A12.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5315	7141.8203	4	4	4_bladder cell
A12.MAA000487.3_10_M.1.1-1	nan	3m	1	A12.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5742	6845.7666	2	5	2_bladder urothelial cell
A13.B002764.3_38_F.1.1-1	nan	3m	1	A13.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_38_F	nan	female	nan	3748	5602.3926	0	3	0_bladder urothelial cell
A13.B002771.3_39_F.1.1-1	nan	3m	1	A13.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	4350	5100.425	5	3	5_bladder urothelial cell
A13.D041914.3_8_M.1.1-1	nan	3m	1	A13.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5466	6389.1465	1	1	1_bladder cell
A13.D042253.3_9_M.1.1-1	nan	3m	1	A13.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4388	6290.565	1	4	1_bladder cell
A13.MAA000487.3_10_M.1.1-1	nan	3m	1	A13.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5706	6954.9404	2	5	2_bladder urothelial cell
A14.B000610.3_56_F.1.1-1	nan	3m	1	A14.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	2885	5169.6445	1	1	1_bladder cell
A14.B002771.3_39_F.1.1-1	nan	3m	1	A14.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	4629	6439.003	6	6	6_bladder urothelial cell
A14.D041914.3_8_M.1.1-1	nan	3m	1	A14.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5090	5952.138	1	1	1_bladder cell
A14.D042253.3_9_M.1.1-1	nan	3m	1	A14.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4490	6317.088	4	4	4_bladder cell
A14.MAA000487.3_10_M.1.1-1	nan	3m	1	A14.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5543	6896.6445	2	7	2_bladder urothelial cell
A15.B002771.3_39_F.1.1-1	nan	3m	1	A15.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_39_F	nan	female	nan	5259	5720.586	0	0	0_bladder urothelial cell
A15.D041914.3_8_M.1.1-1	nan	3m	1	A15.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5349	5785.578	6	6	6_bladder urothelial cell
A15.D042253.3_9_M.1.1-1	nan	3m	1	A15.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5459	7452.551	2	7	2_bladder urothelial cell
A15.MAA000487.3_10_M.1.1-1	nan	3m	1	A15.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5693	7141.7925	2	7	2_bladder urothelial cell
A16.D042253.3_9_M.1.1-1	nan	3m	1	A16.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6131	7391.229	2	5	2_bladder urothelial cell
A16.MAA000487.3_10_M.1.1-1	nan	3m	1	A16.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5315	7290.5024	2	7	2_bladder urothelial cell
A17.B000610.3_56_F.1.1-1	nan	3m	1	A17.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4644	5664.728	5	3	5_bladder urothelial cell
A17.D041914.3_8_M.1.1-1	nan	3m	1	A17.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4281	5828.517	6	6	6_bladder urothelial cell
A17.D042253.3_9_M.1.1-1	nan	3m	1	A17.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5366	7477.706	2	7	2_bladder urothelial cell
A17.MAA000487.3_10_M.1.1-1	nan	3m	1	A17.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	6307	7201.375	2	7	2_bladder urothelial cell
A18.B002764.3_38_F.1.1-1	nan	3m	1	A18.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_38_F	nan	female	nan	3140	5198.5396	0	0	0_bladder urothelial cell
A18.D041914.3_8_M.1.1-1	nan	3m	1	A18.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5164	6014.269	6	6	6_bladder urothelial cell
A18.D042253.3_9_M.1.1-1	nan	3m	1	A18.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5985	7195.5117	2	5	2_bladder urothelial cell
A18.MAA000487.3_10_M.1.1-1	nan	3m	1	A18.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6863	7001.285	2	5	2_bladder urothelial cell
A19.D042253.3_9_M.1.1-1	nan	3m	1	A19.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5877	7302.703	2	5	2_bladder urothelial cell
A19.MAA000487.3_10_M.1.1-1	nan	3m	1	A19.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	4930	6807.053	2	7	2_bladder urothelial cell
A2.B002771.3_39_F.1.1-1	nan	3m	1	A2.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_39_F	nan	female	nan	3754	5501.919	3	9	3_bladder cell
A2.D041914.3_8_M.1.1-1	nan	3m	1	A2.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	3163	5223.439	3	9	3_bladder cell
A2.D042253.3_9_M.1.1-1	nan	3m	1	A2.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5215	6900.941	4	4	4_bladder cell
A2.MAA000487.3_10_M.1.1-1	nan	3m	1	A2.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	5591	6267.9316	1	8	1_bladder cell
A20.D041914.3_8_M.1.1-1	nan	3m	1	A20.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5260	5757.5796	6	6	6_bladder urothelial cell
A20.D042253.3_9_M.1.1-1	nan	3m	1	A20.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5778	7710.17	2	7	2_bladder urothelial cell
A21.D041914.3_8_M.1.1-1	nan	3m	1	A21.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4774	5987.4497	6	6	6_bladder urothelial cell
A21.D042253.3_9_M.1.1-1	nan	3m	1	A21.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	4899	7639.26	6	6	6_bladder urothelial cell
A21.MAA000487.3_10_M.1.1-1	nan	3m	1	A21.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5141	6587.3174	2	3	2_bladder urothelial cell
A22.D041914.3_8_M.1.1-1	nan	3m	1	A22.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5175	5653.817	6	6	6_bladder urothelial cell
A22.D042253.3_9_M.1.1-1	nan	3m	1	A22.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5682	7636.4824	2	7	2_bladder urothelial cell
A22.MAA000487.3_10_M.1.1-1	nan	3m	1	A22.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5088	7023.972	2	7	2_bladder urothelial cell
A3.B000610.3_56_F.1.1-1	nan	3m	1	A3.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3423	5612.957	3	9	3_bladder cell
A3.D041914.3_8_M.1.1-1	nan	3m	1	A3.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	6264	5928.4067	3	10	3_bladder cell
A3.D042253.3_9_M.1.1-1	nan	3m	1	A3.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4929	7030.0776	4	4	4_bladder cell
A3.MAA000487.3_10_M.1.1-1	nan	3m	1	A3.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4407	6108.9424	4	4	4_bladder cell
