index	FACS.selection	age	batch	cell	cell_ontology_class	cell_ontology_id	cellid	free_annotation	mouse.id	plate	sex	well	Expressed Genes	UMI Count	Louvain Cluster	leiden	cluster_names
F14.B000610.3_56_F.1.1-1	nan	3m	1	F14.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	3145	6146.593	1	1	1_bladder cell
F14.D041914.3_8_M.1.1-1	nan	3m	1	F14.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4309	5377.5576	3	10	3_bladder cell
F14.D042253.3_9_M.1.1-1	nan	3m	1	F14.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4907	6868.9004	1	8	1_bladder cell
F14.MAA000487.3_10_M.1.1-1	nan	3m	1	F14.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6268	6717.0425	2	5	2_bladder urothelial cell
F15.B000610.3_56_F.1.1-1	nan	3m	1	F15.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3235	5802.2646	3	9	3_bladder cell
F15.B002771.3_39_F.1.1-1	nan	3m	1	F15.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5407	6819.2563	5	3	5_bladder urothelial cell
F15.D041914.3_8_M.1.1-1	nan	3m	1	F15.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5155	6669.013	6	6	6_bladder urothelial cell
F15.D042253.3_9_M.1.1-1	nan	3m	1	F15.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6078	8138.895	2	5	2_bladder urothelial cell
F15.MAA000487.3_10_M.1.1-1	nan	3m	1	F15.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5509	7269.2173	2	7	2_bladder urothelial cell
F16.B000610.3_56_F.1.1-1	nan	3m	1	F16.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	3354	5620.2627	3	1	3_bladder cell
F16.D041914.3_8_M.1.1-1	nan	3m	1	F16.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4903	5836.2695	6	6	6_bladder urothelial cell
F16.D042253.3_9_M.1.1-1	nan	3m	1	F16.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	6917	8632.385	2	7	2_bladder urothelial cell
F16.MAA000487.3_10_M.1.1-1	nan	3m	1	F16.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5738	7016.2563	2	7	2_bladder urothelial cell
F17.D041914.3_8_M.1.1-1	nan	3m	1	F17.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4272	6665.2393	6	6	6_bladder urothelial cell
F17.D042253.3_9_M.1.1-1	nan	3m	1	F17.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	4697	7970.227	6	6	6_bladder urothelial cell
F17.MAA000487.3_10_M.1.1-1	nan	3m	1	F17.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5267	7417.7144	2	7	2_bladder urothelial cell
F18.D041914.3_8_M.1.1-1	nan	3m	1	F18.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	6067	7179.347	5	3	5_bladder urothelial cell
F18.D042253.3_9_M.1.1-1	nan	3m	1	F18.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5320	7810.618	2	7	2_bladder urothelial cell
F18.MAA000487.3_10_M.1.1-1	nan	3m	1	F18.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5933	7060.9536	2	7	2_bladder urothelial cell
F19.B002764.3_38_F.1.1-1	nan	3m	1	F19.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_38_F	nan	female	nan	4007	5978.5596	5	3	5_bladder urothelial cell
F19.D041914.3_8_M.1.1-1	nan	3m	1	F19.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4642	6108.8975	6	6	6_bladder urothelial cell
F19.D042253.3_9_M.1.1-1	nan	3m	1	F19.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6212	7531.4775	2	5	2_bladder urothelial cell
F19.MAA000487.3_10_M.1.1-1	nan	3m	1	F19.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	4809	6919.077	2	7	2_bladder urothelial cell
F2.B000610.3_56_F.1.1-1	nan	3m	1	F2.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3358	5662.0996	3	9	3_bladder cell
F2.D041914.3_8_M.1.1-1	nan	3m	1	F2.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	3738	6308.0737	3	9	3_bladder cell
F2.D042253.3_9_M.1.1-1	nan	3m	1	F2.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4039	6169.982	1	8	1_bladder cell
F2.MAA000487.3_10_M.1.1-1	nan	3m	1	F2.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4819	6028.462	4	4	4_bladder cell
F20.D042253.3_9_M.1.1-1	nan	3m	1	F20.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5720	8016.7905	2	7	2_bladder urothelial cell
F20.MAA000487.3_10_M.1.1-1	nan	3m	1	F20.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5168	7539.486	2	7	2_bladder urothelial cell
F21.D041914.3_8_M.1.1-1	nan	3m	1	F21.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5893	6634.6934	5	3	5_bladder urothelial cell
F21.D042253.3_9_M.1.1-1	nan	3m	1	F21.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6534	7493.669	2	5	2_bladder urothelial cell
F21.MAA000487.3_10_M.1.1-1	nan	3m	1	F21.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5184	7022.584	2	7	2_bladder urothelial cell
F22.D041914.3_8_M.1.1-1	nan	3m	1	F22.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4288	5693.8594	6	6	6_bladder urothelial cell
F22.MAA000487.3_10_M.1.1-1	nan	3m	1	F22.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	4197	6187.782	2	7	2_bladder urothelial cell
F3.D042253.3_9_M.1.1-1	nan	3m	1	F3.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5746	7389.079	1	8	1_bladder cell
F3.MAA000487.3_10_M.1.1-1	nan	3m	1	F3.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	5678	6609.097	4	4	4_bladder cell
F4.B000610.3_56_F.1.1-1	nan	3m	1	F4.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3280	5623.7373	3	9	3_bladder cell
F4.D041914.3_8_M.1.1-1	nan	3m	1	F4.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	3019	5302.123	3	10	3_bladder cell
F4.D042253.3_9_M.1.1-1	nan	3m	1	F4.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5134	6972.772	4	4	4_bladder cell
F4.MAA000487.3_10_M.1.1-1	nan	3m	1	F4.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	3940	5668.215	4	4	4_bladder cell
F5.B000610.3_56_F.1.1-1	nan	3m	1	F5.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5069	5865.992	5	3	5_bladder urothelial cell
F5.D042253.3_9_M.1.1-1	nan	3m	1	F5.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4645	6303.281	4	4	4_bladder cell
F5.MAA000487.3_10_M.1.1-1	nan	3m	1	F5.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4372	6428.9624	4	4	4_bladder cell
F6.B000610.3_56_F.1.1-1	nan	3m	1	F6.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5490	6338.568	5	3	5_bladder urothelial cell
F6.D041914.3_8_M.1.1-1	nan	3m	1	F6.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4009	5511.574	1	1	1_bladder cell
F6.D042253.3_9_M.1.1-1	nan	3m	1	F6.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4669	6691.1025	4	4	4_bladder cell
F6.MAA000487.3_10_M.1.1-1	nan	3m	1	F6.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4623	6076.8047	4	4	4_bladder cell
F7.B000610.3_56_F.1.1-1	nan	3m	1	F7.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4853	6380.0913	5	3	5_bladder urothelial cell
F7.B002771.3_39_F.1.1-1	nan	3m	1	F7.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_39_F	nan	female	nan	3532	5347.5464	3	9	3_bladder cell
F7.D041914.3_8_M.1.1-1	nan	3m	1	F7.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4358	5757.987	3	10	3_bladder cell
F7.D042253.3_9_M.1.1-1	nan	3m	1	F7.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4386	6161.2793	1	8	1_bladder cell
F7.MAA000487.3_10_M.1.1-1	nan	3m	1	F7.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	3297	5222.3145	1	8	1_bladder cell
F8.B000610.3_56_F.1.1-1	nan	3m	1	F8.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5168	6412.1426	5	3	5_bladder urothelial cell
F8.D041914.3_8_M.1.1-1	nan	3m	1	F8.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5028	6705.879	1	1	1_bladder cell
F8.D042253.3_9_M.1.1-1	nan	3m	1	F8.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5424	7351.369	1	8	1_bladder cell
F8.MAA000487.3_10_M.1.1-1	nan	3m	1	F8.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5858	6706.3535	2	5	2_bladder urothelial cell
F9.B002771.3_39_F.1.1-1	nan	3m	1	F9.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5645	6517.11	5	3	5_bladder urothelial cell
F9.D042253.3_9_M.1.1-1	nan	3m	1	F9.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4476	7084.572	4	4	4_bladder cell
F9.MAA000487.3_10_M.1.1-1	nan	3m	1	F9.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6559	8515.862	6	6	6_bladder urothelial cell
G1.B000610.3_56_F.1.1-1	nan	3m	1	G1.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3113	5149.528	3	9	3_bladder cell
G1.B002771.3_39_F.1.1-1	nan	3m	1	G1.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_39_F	nan	female	nan	4061	5874.471	1	1	1_bladder cell
G1.D041914.3_8_M.1.1-1	nan	3m	1	G1.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4886	6319.205	1	1	1_bladder cell
G1.D042253.3_9_M.1.1-1	nan	3m	1	G1.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4475	6332.451	3	10	3_bladder cell
G1.MAA000487.3_10_M.1.1-1	nan	3m	1	G1.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4721	5976.238	4	4	4_bladder cell
G10.B000610.3_56_F.1.1-1	nan	3m	1	G10.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4558	6589.4497	5	3	5_bladder urothelial cell
G10.D042253.3_9_M.1.1-1	nan	3m	1	G10.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5224	6525.171	1	8	1_bladder cell
G10.MAA000487.3_10_M.1.1-1	nan	3m	1	G10.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6334	7064.843	2	5	2_bladder urothelial cell
G11.B000610.3_56_F.1.1-1	nan	3m	1	G11.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5357	6476.608	5	3	5_bladder urothelial cell
G11.D042253.3_9_M.1.1-1	nan	3m	1	G11.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5003	6638.089	1	8	1_bladder cell
G12.B000610.3_56_F.1.1-1	nan	3m	1	G12.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5918	6970.977	5	3	5_bladder urothelial cell
G12.D042253.3_9_M.1.1-1	nan	3m	1	G12.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4471	6493.6284	4	4	4_bladder cell
G12.MAA000487.3_10_M.1.1-1	nan	3m	1	G12.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5786	7364.984	2	5	2_bladder urothelial cell
G13.D041914.3_8_M.1.1-1	nan	3m	1	G13.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4755	6294.694	3	10	3_bladder cell
G13.D042253.3_9_M.1.1-1	nan	3m	1	G13.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5464	7304.7876	1	1	1_bladder cell
G13.MAA000487.3_10_M.1.1-1	nan	3m	1	G13.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5246	7080.08	6	6	6_bladder urothelial cell
G14.B000610.3_56_F.1.1-1	nan	3m	1	G14.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	3129	5343.039	1	1	1_bladder cell
G14.B002771.3_39_F.1.1-1	nan	3m	1	G14.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5939	7028.796	5	3	5_bladder urothelial cell
G14.D041914.3_8_M.1.1-1	nan	3m	1	G14.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5790	6646.52	1	1	1_bladder cell
G14.D042253.3_9_M.1.1-1	nan	3m	1	G14.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	3942	6141.727	1	8	1_bladder cell
G14.MAA000487.3_10_M.1.1-1	nan	3m	1	G14.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5893	6919.3325	2	5	2_bladder urothelial cell
G15.B002771.3_39_F.1.1-1	nan	3m	1	G15.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5485	6155.926	5	3	5_bladder urothelial cell
G15.D041914.3_8_M.1.1-1	nan	3m	1	G15.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5755	6798.067	6	6	6_bladder urothelial cell
G15.D042253.3_9_M.1.1-1	nan	3m	1	G15.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6083	7676.8145	2	5	2_bladder urothelial cell
G15.MAA000487.3_10_M.1.1-1	nan	3m	1	G15.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5026	7216.7773	2	7	2_bladder urothelial cell
G16.B000610.3_56_F.1.1-1	nan	3m	1	G16.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	3639	6058.955	1	1	1_bladder cell
G16.B002771.3_39_F.1.1-1	nan	3m	1	G16.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5613	6566.217	5	3	5_bladder urothelial cell
G16.D041914.3_8_M.1.1-1	nan	3m	1	G16.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5149	5513.298	6	6	6_bladder urothelial cell
G16.D042253.3_9_M.1.1-1	nan	3m	1	G16.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6266	7915.209	2	5	2_bladder urothelial cell
G16.MAA000487.3_10_M.1.1-1	nan	3m	1	G16.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5164	6880.508	2	7	2_bladder urothelial cell
G17.D041914.3_8_M.1.1-1	nan	3m	1	G17.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5725	7080.7666	6	6	6_bladder urothelial cell
G17.D042253.3_9_M.1.1-1	nan	3m	1	G17.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5641	6771.828	2	7	2_bladder urothelial cell
G17.MAA000487.3_10_M.1.1-1	nan	3m	1	G17.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5633	7699.9053	2	7	2_bladder urothelial cell
G18.D041914.3_8_M.1.1-1	nan	3m	1	G18.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4910	6013.6177	6	6	6_bladder urothelial cell
G18.D042253.3_9_M.1.1-1	nan	3m	1	G18.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	7185	8170.0234	2	5	2_bladder urothelial cell
G18.MAA000487.3_10_M.1.1-1	nan	3m	1	G18.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5770	7631.4595	2	7	2_bladder urothelial cell
G19.B002764.3_38_F.1.1-1	nan	3m	1	G19.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_38_F	nan	female	nan	3179	5658.1636	0	0	0_bladder urothelial cell
G19.D041914.3_8_M.1.1-1	nan	3m	1	G19.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5586	5679.193	0	2	0_bladder urothelial cell
G19.D042253.3_9_M.1.1-1	nan	3m	1	G19.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6034	8201.678	2	5	2_bladder urothelial cell
G19.MAA000487.3_10_M.1.1-1	nan	3m	1	G19.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5226	6957.7373	2	7	2_bladder urothelial cell
G2.B002771.3_39_F.1.1-1	nan	3m	1	G2.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_39_F	nan	female	nan	2307	5161.9067	3	9	3_bladder cell
G2.D041914.3_8_M.1.1-1	nan	3m	1	G2.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4712	6636.218	1	1	1_bladder cell
G2.D042253.3_9_M.1.1-1	nan	3m	1	G2.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	3974	6097.9507	1	8	1_bladder cell
G2.MAA000487.3_10_M.1.1-1	nan	3m	1	G2.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4781	5792.081	1	8	1_bladder cell
G20.B002764.3_38_F.1.1-1	nan	3m	1	G20.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_38_F	nan	female	nan	4434	6464.6514	5	3	5_bladder urothelial cell
G20.D041914.3_8_M.1.1-1	nan	3m	1	G20.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5023	5817.334	6	6	6_bladder urothelial cell
G20.D042253.3_9_M.1.1-1	nan	3m	1	G20.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5029	7127.9126	2	7	2_bladder urothelial cell
G20.MAA000487.3_10_M.1.1-1	nan	3m	1	G20.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	4791	6932.318	6	6	6_bladder urothelial cell
G21.D041914.3_8_M.1.1-1	nan	3m	1	G21.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5107	5636.72	6	6	6_bladder urothelial cell
G21.D042253.3_9_M.1.1-1	nan	3m	1	G21.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5129	8184.273	6	6	6_bladder urothelial cell
G21.MAA000487.3_10_M.1.1-1	nan	3m	1	G21.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5908	6539.4976	2	3	2_bladder urothelial cell
G22.D041914.3_8_M.1.1-1	nan	3m	1	G22.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5315	5961.8066	6	6	6_bladder urothelial cell
G22.D042253.3_9_M.1.1-1	nan	3m	1	G22.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6015	7731.3525	2	5	2_bladder urothelial cell
G22.MAA000487.3_10_M.1.1-1	nan	3m	1	G22.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	4788	6615.5337	2	7	2_bladder urothelial cell
G3.D041914.3_8_M.1.1-1	nan	3m	1	G3.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4810	6507.0454	3	10	3_bladder cell
G3.D042253.3_9_M.1.1-1	nan	3m	1	G3.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4602	6616.332	4	4	4_bladder cell
