genes
Gga1
Ggta1
Gimap4
Gimap5
Gipc3
Gipr
Gjb1
Gjb3
Gjb4
Glipr1
Gltpd2
Glyctk
Gm10653
Gm10677
Gm10778
Gm1078
Gm10865
Gm11428
Gm13031
Gm13034
Gm13238
Gm13242
Gm13476
Gm13498
Gm13547
Gm14207
Gm14436
Gm14446
Gm15441
Gm1604b
Gm16617
Gm16675
Gm17066
Gm20257
Gm20571
Gm3002
Gm3230
Gm3696
Gm3833
Gm4832
Gm4902
Gm4956
Gm4980
Gm5069
Gm5086
Gm5523
Gm561
Gm5617
Gm5803
Gm6034
Gm6222
Gm6277
Gm6607
Gm6623
Gm7030
Gm7102
Gm711
Gm7854
Gm8615
Gm996
Gm9999
Gmip
Gmnn
Gnao1
Gnat1
Gng13
Gng2
Gng3
Gnmt
Gnptab
Golga5
Golph3l
Gp1bb
Gp49a
Gp5
Gpank1
Gpc5
Gpcpd1
Gpd1l
Gpn3
Gpr107
Gpr116
Gpr132
Gpr146
Gpr155
Gpr157
Gpr179
Gpr35
Gpr37
Gpr37l1
Gpr4
Gpr45
Gpr55
Gpr62
Gpr77
Gpr98
Gpsm3
Gramd1a
Gramd3
Grap2
Grb14
Grem1
Grin1
Grrp1
Gsg2
Gstm7
Gtpbp1
Gtpbp2
H1fx
H2-Bl
H2-K2
H2-M10.5
H2-Q1
H2-Q6
H2-Q7
H2-Q8
H2-T22
H2afy3
Haao
Hap1
Hars2
Haus5
Haus6
Hc
Hcn2
Hcn4
Hdac5
Hdac7
Hdc
Heatr2
Heatr6
Heatr8
Hebp1
Hecw2
Herc3
Herpud2
Hes3
Hey1
Heyl
Hgs
Hhatl
Hhex
Hif3a
Hipk1
Hist1h1b
Hist1h1d
Hist1h2ab
Hist1h2ad
Hist1h2ae
Hist1h2af
Hist1h2an
Hist1h2ao
Hist1h2bc
Hist1h2bg
Hist1h2bh
Hist1h2bj
Hist1h3b
Hist1h3d
Hist1h3h
Hist1h4b
Hist1h4d
Hist1h4h
Hist1h4m
Hist1h4n
Hist2h2aa1
Hist2h2ac
Hist2h3c2
Hist2h4
Hivep1
Hlf
Hltf
Hmg20b
Hmgb1-rs17
Hmgcs1
Hnrnpul1
Hopx
Hoxa2
Hoxa4
Hoxa5
Hoxb13
Hoxb5
Hoxb9
Hp
Hpcal1
Hpcal4
Hpn
Hps3
Hps6
Hs3st3a1
Hs3st3b1
Hs3st6
Hsbp1l1
Hsd17b13
Hsh2d
Hspb6
Hspb7
Icam2
Icos
Idi2
Ier5l
Ifi203
Ifi205
Ifi27l2b
Ifi47
Ift27
Igf1
Igfals
Igfbp3
Igsf1
Igsf21
Ikzf3
Il16
Il17rb
Il18
Il1a
Il22ra1
Il23r
Il31ra
Impa1
Inf2
Ing1
Ino80e
Inpp5f
Inpp5j
Insc
Insl5
Ints10
Ints3
Ints7
Ip6k1
Iqcg
Iqch
Irak1
Irak4
Irf2bp1
Irf4
Irgm2
Irx2
Isx
Isy1
Itga1
Itga2b
Itga7
Itga9
Itgae
Itgb1bp1
Itgb3
Itih4
Itpkb
Itprip
Jak3
Jakmip1
Jam2
Jph3
Jub
Kalrn
Kank3
Kbtbd3
Kcna3
Kcnb1
Kcne3
Kcnh3
Kcnip3
Kcnip4
Kcnj10
Kcnj11
Kcnj8
Kcnk7
Kdm1a
Kdm3b
Kdm5c
Keap1
Kif14
Kif15
Kif19a
Kif22
Kif26a
Kif2c
Kif4
Kif5a
Kifc3
Kit
Kl
Klhdc8b
Klk8
Kremen2
Krt1
Krt36
Krt6a
Lage3
Lbh
Lcat
Lcmt2
Ldb2
Ldb3
Leap2
Lect1
Lemd2
Leng8
Lfng
Lgals12
Lgals2
Lilrb4
Lime1
Lin7b
Lingo4
Lix1
Lmnb2
Lmod1
Lpar5
Lpcat1
Lrch1
Lrch3
Lrg1
Lrig1
Lrmp
Lrr1
Lrrc10b
Lrrc14b
Lrrc19
Lrrc23
Lrrc50
Lrrc8c
Lrrc9
Lrrk2
Lrrn1
Lrrn3
Lrtm2
Lsm7
Ltk
Ltn1
Ly6g5b
Ly6g6c
Lyar
Lypla2
Lyrm2
Lysmd2
Lyst
Lztfl1
Madd
Maf
Mag
Mamdc2
Man1c1
Man2a1
Manbal
Mansc1
Maoa
Map3k15
Map4k2
Map6d1
Mapk11
Mapk15
Mapk8ip1
Masp1
Mast3
Matk
Mau2
Mavs
Maz
Mbd3
Mbd4
Mboat7
Mcat
Mcf2l
Mcm2
Mcm5
Mctp1
Mdm4
Mdp1
Med11
Med12l
Med15
Med25
Mef2c
Megf10
Meox1
Mertk
Mesdc1
Metrn
Mettl3
Mettl5
Mfap1b
Mfng
Mfsd11
Mgrn1
Mia1
Mical1
Mir140
Mir1843
Mir1894
Mir1931
Mir218-1
Mir24-2
Mir3074-1
Mir3091
Mir30c-2
Mir30e
Mir331
Mir3473
Mir3960
Mir574
Mir680-2
Mir684-1
Mirlet7d
Mirlet7f-1
Mitf
Mki67
Mkln1
Mllt10
Mlph
Mmp24
Mmrn2
Mns1
Mobp
Mosc1
Mphosph8
Mpi
Mpo
Mro
Mrpl16
Mrpl33
Mrpl34
Mrpl35
Mrpl53
Mrps11
Mrps16
Mrps2
Mrps21
Mrps31
Mrps35
Mrps36
Ms4a7
Msc
Msr1
Mt4
Mtap1s
Mtap2
Mtcp1
Mterf
Mtif3
Mtmr14
Mtmr6
Mtmr7
Mtss1l
Mtx1
Muc1
Musk
Mybbp1a
Mycn
Myct1
Myf5
Myh14
Myl4
Mylk3
Myo18a
Myo7b
Myom1
Myom2
Myoz3
Myst3
N4bp1
N4bp3
Naaladl1
Nacc2
Naip2
Naip5
Nap1l2
Napg
Narf
Narfl
Ncam1
Ncaph
Ncdn
Nceh1
Nckipsd
Ncoa5
Ncoa7
Ndc80
Ndufa3
Ndufaf4
Nebl
Necab2
Necap1
Neil1
Nes
Neurl1b
Neurl2
Neurl3
Nf2
Nfasc
Nfatc2
Nfatc2ip
Nfatc3
Nfe2
Nfkb1
Nfkb2
Nfkbid
Nfyb
Ng23
Nhsl1
Nid2
Ninj2
Nkain1
Nkiras2
Nkx6-2
Nlrp1b
Nmb
Nmral1
Nnat
Noa1
Nol6
Nos3
Notch4
Nova1
Noxa1
Npas3
Npl
Npnt
Npr1
Nrap
Nrgn
Nrm
Nsl1
Nt5dc2
Nuak1
Nuak2
Nudcd3
Nudt16
Numb
Nup214
Nup37
Nxt1
Oas1a
Oas1f
Oaz3
Odz2
Ogdhl
Ogfrl1
Oit3
Olfr350
Olfr525
Olfr613
Olfr643
Olfr70
Orai2
Orc2
Osr2
Osta
Otoa
Otud5
Oxtr
P2ry14
Pacs1
Pak3
Palb2
Pam16
Pank2
Papolg
Papss2
Paqr4
Parp2
Patz1
Pax9
Paxip1
Pbld2
Pbxip1
Pcbp4
Pcca
Pcdh17
Pcdh9
Pcif1
Pclo
Pcmtd1
Pcmtd2
Pcnt
Pcp4l1
Pcsk1
Pcsk6
Pcsk7
Pctp
Pcyt1b
Pde2a
Pdgfa
Pdk1
Pdlim3
Pdxk-ps
Pdxp
Pdzk1
Pecam1
Pecr
Peg3
Pex11b
Pex6
Pgam2
Phactr1
Phf20
Phf3
Phf7
Phkg2
Phyhd1
Pi4kb
Pigc
Pigq
Pik3ap1
Pik3ca
Pik3cd
Pik3r4
Pik3r5
Pik3r6
Pim2
Pin4
Pion
Pip4k2a
Pip4k2b
Pip5k1b
Pip5k1c
Pipox
Pira6
Pitpnc1
Pitpnm2
Pkd1l2
Pkd2l1
Pkib
Pla2g10
Pla2g15
Pla2g5
Plcb3
Plcg2
Plekha3
Plekhg5
Plekhm1
Plekhm3
Plekho1
Plk1
Plod3
Plp1
Plvap
Plxdc1
Plxnb3
Plxnc1
Pmf1
Pml
Pnliprp1
Pnmal2
Poc1a
Podnl1
Podxl
Pold1
Pole3
Poln
Polq
Polr3e
Ppan
Ppcdc
Ppef1
Ppfia3
Ppm1b
Ppp1r12a
Ppp1r13b
Ppp1r14d
Ppp1r1a
Ppp1r8
Ppp2r3a
Ppp2r5d
Ppp6r1
Ppt2
Prdm8
Prdm9
Prelid2
Prex1
Prg2
Prkd2
Prkx
Prmt3
Prmt5
Prnd
Proc
Prorsd1
Prpf4b
Prr5
Prrc2a
Prrt1
Prrx1
Prss12
Prss23
Prss53
Prune
Psd4
Psmg3
Psmg4
Psrc1
Ptcd2
Ptcd3
Ptcra
Ptgir
Pth1r
Ptpn18
Ptpn22
Ptprb
Ptprd
Ptpre
Ptprj
Ptprn
Ptpro
Ptrh2
Pxmp2
Pxmp3
Qrich1
Rab11fip2
Rab27a
Rab33a
Rab35
Rab37
Rab38
Rab39b
Rab3a
Rab3gap2
Rab44
Rab6b
Rab7l1
Rab8b
Rabep2
Rabggta
Rad1
Rad21
Rad51ap1
Ralgapb
Ralgps2
Ramp3
Ranbp3l
Rap1gap2
Rap2c
Rapgef1
Rapgef3
Rapgef5
Rasa3
Rasa4
Rasgef1c
Rasgrf1
Rasgrf2
Rasgrp2
Rasgrp4
Rasl12
Rassf10
Rassf2
Rassf9
Raver1-fdx1l
Rbbp5
Rbfox1
Rbks
Rbm10
Rbm15
Rbm28
Rbm38
Rbpj
Rbpjl
Rcan2
Rce1
Rchy1
Rd3
Rdh14
Rdh9
Rel
Reln
Rem2
Renbp
Rep15
Retn
Rfc4
Rfx3
Rfx7
Rgs2
Rgs20
Rgs22
Rgs5
Rgs7bp
Rgsl1
Rhot2
Rin2
Rin3
Rinl
Ripply3
Rmnd1
Rmnd5a
Rmrp
Rnd1
Rnf103
Rnf125
Rnf126
Rnf135
Rnf141
Rnf145
Rnf169
Rnf186
Rnf216
Rnf34
Rnf40
Rnls
Robo4
Rp2h
Rpain
Rph3al
Rpl31-ps12
Rpl34
Rpl3l
Rpph1
Rps6kl1
Rspo1
Rufy1
Rufy2
Rundc3a
Runx3
Ryr1
S100a13
S100a4
S100b
S1pr3
S1pr5
Safb
Sag
Sall3
Sap25
Sap30l
Scaf8
Scarf1
Scfd1
Scgb1a1
Scin
Scn1b
Scn4a
Scn8a
Sco2
Sct
Sdccag3
Sdccag8
Sectm1a
Selp
Sema6a
Senp7
Sept1
Sept8
Sepx1
Serpina3a
Serpinb2
Serpinc1
Serpind1
Setdb1
Sez6l
Sf3b3
Sfi1
Sft2d3
Sftpb
Sfxn5
Sgms2
Sgpp2
Sh2b2
Sh2b3
Sh2d1b1
Sh2d7
Sh3bp2
Sh3tc1
Shisa2
Shisa7
Shprh
Sigirr
Sin3a
Skint4
Skint7
Skiv2l2
Slamf9
Slc12a5
Slc15a3
Slc16a1
Slc16a12
Slc16a6
Slc17a7
Slc17a9
Slc18a1
Slc1a2
Slc24a3
Slc24a5
Slc25a12
Slc25a18
Slc25a43
Slc25a45
Slc26a1
Slc27a1
Slc27a5
Slc29a3
Slc2a2
Slc34a1
Slc35a3
Slc35a5
Slc35c1
Slc37a2
Slc38a1
Slc38a9
Slc40a1
Slc44a4
Slc5a8
Slc6a11
Slc6a13
Slc7a2
Slc7a3
Slc7a7
Slc7a9
Slc8a1
Slc9a2
Slc9a9
Slco1c1
Slco2a1
Slco4c1
Slfn5
Slfn8
Slitrk2
Slpi
Slurp1
Smap1
Smap2
Smarcc1
Smarcd1
Smc2
Smchd1
Smpd1
Smurf2
Smyd5
Snap29
Snca
Sncaip
Sncg
Snhg10
Snn
Snora15
Snora33
Snora78
Snord118
Snord17
Snord1c
Snord99
Snrnp27
Snrpc
Snta1
Snx10
Snx13
Snx22
Snx6
Sorbs1
Sorbs2
Sorbs3
Sox13
Sox17
Sox2ot
Sox7
Sp110
Sp140
Sp2
Spag17
Spata13
Spc24
Spdef
Spg20
Spg7
Sphk2
Spink10
Spock2
Spsb4
Srcin1
Srek1ip1
Srgap2
Srl
Srpk3
Srrm4
Ssfa2
St6gal1
St6galnac3
St6galnac6
St8sia1
St8sia4
Stab1
Stag2
Stap1
Stard7
Stat1
Stau1
Stc1
Steap4
Stfa3
Stim1
Stk10
Stk16
Stk32b
Stk32c
Stmn4
Strada
Stradb
Strbp
Stx4a
Stx6
Stxbp5l
Stxbp6
Sult5a1
Suv420h2
Sv2a
Svil
Syce2
Sympk
Syne2
Syngr3
Synpo
Synpo2l
Syt10
Syt13
Syt2
Tab2
Tacc3
Tada1
Taf6
Tagap
Tanc2
Taok2
Tbc1d10b
Tbc1d13
Tbc1d14
Tbc1d22a
Tbc1d9
Tbl1xr1
Tbx21
Tbxas1
Tcf15
Tcirg1
Tctex1d1
Tdo2
Tdrd1
Tdrkh
Tead4
Tec
Tecta
Tek
Telo2
Tet3
Tfap2b
Tfap2e
Tfap4
Tfdp1
Tfeb
Tff2
Tfip11
Tfrc
Tg
Tgfbrap1
Tgs1
Tgtp1
Th1l
Thap3
Thrsp
Thyn1
Tia1
Ticam1
Ticam2
Tigit
Timeless
Tinag
Tk1
Tk2
Tle4
Tln2
Tlr3
Tm4sf20
Tm9sf1
Tmcc1
Tmcc2
Tmcc3
Tmco3
Tmeff2
Tmem101
Tmem104
Tmem106a
Tmem108
Tmem115
Tmem131
Tmem132a
Tmem149
Tmem163
Tmem171
Tmem178
Tmem181c-ps
Tmem184b
Tmem186
Tmem194b
Tmem210
Tmem229b
Tmem33
Tmem43
Tmem47
Tmem8
Tmem88
Tmem97
Tmprss3
Tmprss4
Tmsb10
Tmub1
Tnfaip8l1
Tnfrsf11a
Tnfrsf18
Tnfrsf25
Tnfrsf9
Tnfsf10
Tnfsf13
Tnip3
Tnn
Tnni1
Tnrc6c
Tns1
Top2a
Tppp
Traf1
Traf2
Traf6
Trafd1
Trappc10
Trappc4
Triap1
Trim17
Trim2
Trim30d
Trim32
Trim33
Trim37
Trim40
Trim43c
Trim46
Trim59
Trim6
Trim65
Trpm3
Trpm5
Trpv2
Tspan33
Tspyl3
Tspyl4
Tssc1
Tssk2
Tstd1
Ttc13
Ttc18
Ttc30a1
Ttc36
Ttc4
Ttc7b
Tti1
Ttk
Ttn
Ttpal
Ttyh1
Tub
Tubb2a-ps2
Tubb3
Tubgcp5
Txlnb
Txnl4b
Tymp
Tysnd1
Uba7
Ubac1
Ube2c
Ube2d1
Ube2ql1
Ube4b
Ubiad1
Ubn2
Uggt1
Ugt1a1
Ulk2
Unc119b
Unc13d
Unk
Upb1
Upf1
Usf1
Usf2
Ush2a
Ushbp1
Usp10
Usp12
Usp15
Usp21
Usp38
Vac14
Vamp4
Vamp5
Vasp
Vdr
Vegfc
Vil1
Vipar
Vpreb1
Vps11
Vps13b
Vps13c
Vps52
Vps54
Vrk2
Vwa5b2
Wbp4
Wdr12
Wdr16
Wdr18
Wdr26
Wdr5b
Wdr81
Wif1
Wipf1
Wwp2
X99384
Xaf1
Xcr1
Xist
Xlr
Xpo4
Yaf2
Zap70
Zbp1
Zbtb24
Zbtb32
Zc3h12d
Zc3hav1
Zcchc17
Zcchc18
Zdhhc7
Zeb2
Zfml
Zfp106
Zfp146
Zfp182
Zfp217
Zfp238
Zfp277
Zfp292
Zfp329
Zfp358
Zfp365
Zfp397
Zfp414
Zfp445
Zfp467
Zfp518a
Zfp524
Zfp553
Zfp579
Zfp60
Zfp600
Zfp608
Zfp637
Zfp644
Zfp658
Zfp68
Zfp69
Zfp691
Zfp740
Zfp760
Zfp764
Zfp800
Zfp839
Zfp866
Zfp87
Zfp870
Zfp90
Zfp940
Zfp942
Zfyve1
Zkscan14
Zmiz2
Zmym4
Zp2
Zyg11b
Zzef1
